time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-10T16:01:50.159Z,34.9965,-97.576,6.15,2.53,ml,101,25,0.082783755,0.22,ok,ok2020wcxr,2020-11-15T17:44:34.040Z,"6 km SE of Dibble, Oklahoma",earthquake,,0.4,0.22,38,reviewed,ok,ok
2020-11-10T15:59:17.854Z,47.0929,154.9732,10,4.6,mb,,80,6.271,0.48,us,us7000cehs,2020-11-15T17:42:09.040Z,"Kuril Islands",earthquake,10.1,1.9,0.1,30,reviewed,us,us
2020-11-10T15:56:10.099Z,61.7909,-149.542,15.4,1.3,ml,,,,0.54,ak,ak020eh7jui9,2020-11-10T15:59:20.736Z,"16 km WNW of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-10T15:51:45.320Z,39.356,-123.2595,5.27,1.09,md,12,108,0.07022,0.07,nc,nc73480091,2020-11-10T22:52:05.901Z,"10km SE of Willits, CA",earthquake,0.23,0.86,0.129,9,reviewed,nc,nc
2020-11-10T15:45:21.888Z,64.172,-147.9574,5.6,1.5,ml,,,,0.45,ak,ak020eh7hijg,2020-11-10T15:48:39.462Z,"59 km ENE of Ferry, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-10T15:42:05.110Z,60.0138333333333,-153.073333333333,-2.97,-0.63,ml,5,95,,0.2,av,av91011998,2020-11-11T00:35:09.290Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.41,2.29,0.313213436903485,4,reviewed,av,av
2020-11-10T15:28:30.030Z,40.4129982,-123.8590012,29.55,2.97,md,20,99,0.03222,0.14,nc,nc73480086,2020-11-10T21:45:51.321Z,"23km ESE of Rio Dell, CA",earthquake,0.56,1.29,0.12,31,automatic,nc,nc
2020-11-10T15:18:34.788Z,58.9932,-137.7295,4.1,2.3,ml,,,,0.85,ak,ak020eh7br81,2020-11-10T15:28:57.355Z,"108 km WSW of Covenant Life, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-10T15:05:20.969Z,63.6833,-151.4067,55.3,1.5,ml,,,,1.01,ak,ak020eh78xts,2020-11-10T15:07:44.835Z,"22 km NE of Denali National Park, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-10T14:56:55.180Z,61.379,-147.1363,20.7,1.3,ml,,,,0.4,ak,ak020eh6yidc,2020-11-10T15:01:03.984Z,"50 km WNW of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-10T14:44:20.346Z,62.4789,-149.3379,43.6,1.6,ml,,,,0.63,ak,ak020eh6vv3r,2020-11-10T14:48:52.497Z,"39 km E of Chase, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-10T14:40:37.440Z,38.9199,70.6156,35,5,mb,,75,1.082,0.57,us,us7000cei4,2020-11-15T17:08:42.040Z,"24 km ESE of Rasht, Tajikistan",earthquake,7.2,2,0.089,44,reviewed,us,us
2020-11-10T14:37:40.516Z,38.909,70.4979,24.43,4.9,mww,,24,1.166,0.74,us,us7000ccv9,2020-11-15T16:48:30.499Z,"17 km SE of Rasht, Tajikistan",earthquake,6.6,3.9,0.098,10,reviewed,us,us
2020-11-10T14:35:54.070Z,19.1563339233398,-155.466003417969,33.5900001525879,1.75,md,36,172,,0.100000001,hv,hv72224027,2020-11-10T14:39:08.160Z,"5 km SSE of Pāhala, Hawaii",earthquake,0.81,1.28999996,1.75,4,automatic,hv,hv
2020-11-10T14:29:22.980Z,38.1645,-117.9653,6.8,0.9,ml,10,103.67,0.032,0.01,nn,nn00782557,2020-11-10T14:39:39.175Z,"28 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-10T14:25:33.739Z,-5.9404,147.6227,45.15,4.4,mb,,69,3.472,0.58,us,us7000cehc,2020-11-15T16:41:58.040Z,"72 km NNW of Finschhafen, Papua New Guinea",earthquake,11.4,8.9,0.123,19,reviewed,us,us
2020-11-10T14:21:56.775Z,65.4276,-153.6309,15.2,1.8,ml,,,,1.01,ak,ak020eh6r0hw,2020-11-10T14:35:00.696Z,"74 km SSE of Hughes, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-10T14:16:08.017Z,61.1375,-147.4413,0,1.6,ml,,,,0.71,ak,ak020eh6pu3l,2020-11-10T16:44:07.156Z,"51 km NW of Tatitlek, Alaska",ice quake,,0.5,,,automatic,ak,ak
2020-11-10T14:11:41.620Z,19.1935005187988,-155.447174072266,33.9199981689453,2,md,40,141,,0.109999999,hv,hv72224022,2020-11-10T14:14:51.470Z,"3 km ESE of Pāhala, Hawaii",earthquake,0.58,0.810000002,1.83000004,6,automatic,hv,hv
2020-11-10T14:10:35.572Z,-15.8288,167.9555,142.44,4.5,mb,,113,0.818,0.94,us,us7000cehk,2020-11-15T16:14:41.040Z,"65 km ENE of Lakatoro, Vanuatu",earthquake,9,5.4,0.096,32,reviewed,us,us
2020-11-10T14:06:18.080Z,37.1174,-117.9124,0,1.4,ml,9,192.24,0.242,0.176,nn,nn00782555,2020-11-11T00:39:37.457Z,"33 km E of Big Pine, California",earthquake,,0,0.63,4,reviewed,nn,nn
2020-11-10T14:02:28.090Z,38.4041667,-112.832,1.51,0.11,md,9,149,0.05923,0.13,uu,uu60417792,2020-11-10T17:28:08.420Z,"15 km E of Milford, Utah",earthquake,1.02,3.04,0.604,4,reviewed,uu,uu
2020-11-10T14:01:43.800Z,-22.9643,-179.6738,598.43,4.3,mb,,148,5.613,0.97,us,us7000cehb,2020-11-15T15:45:50.040Z,"south of the Fiji Islands",earthquake,15.5,11.1,0.118,20,reviewed,us,us
2020-11-10T14:00:25.072Z,38.2032,-117.757,7.8,1.8,ml,28,71.46,0.026,0.1505,nn,nn00782552,2020-11-10T19:40:02.904Z,"37 km SE of Mina, Nevada",earthquake,,0.9,0.36,14,reviewed,nn,nn
2020-11-10T13:53:06.660Z,33.6391667,-116.6888333,15.84,0.29,ml,16,102,0.07486,0.19,ci,ci39461511,2020-11-10T14:42:02.997Z,"10km N of Anza, CA",earthquake,0.75,0.98,0.114,10,reviewed,ci,ci
2020-11-10T13:41:53.540Z,44.6878333,-110.9863333,5.92,1.79,ml,16,52,0.02447,0.17,uu,uu60417787,2020-11-10T15:02:42.640Z,"Wyoming",earthquake,0.37,0.68,0.324,4,reviewed,uu,uu
2020-11-10T13:40:59.140Z,38.1322,-118.2145,1.5,0.9,ml,10,191.35,0.149,0.04,nn,nn00782550,2020-11-10T13:44:38.615Z,"30 km SSW of Mina, Nevada",earthquake,,9,,,automatic,nn,nn
2020-11-10T13:34:49.610Z,37.589,-118.7725,5.39,0.35,md,6,317,0.04498,0.04,nc,nc73480076,2020-11-10T16:46:08.989Z,"9km WNW of Toms Place, CA",earthquake,1.44,0.5,0.27,6,reviewed,nc,nc
2020-11-10T13:33:36.340Z,17.9695,-66.9185,13,2.41,md,9,189,0.0397,0.11,pr,pr2020315003,2020-11-10T13:54:51.118Z,"1 km WSW of Guánica, Puerto Rico",earthquake,0.85,0.42,0.25,6,reviewed,pr,pr
2020-11-10T13:31:04.530Z,44.3093333,-114.8866667,4.7,1.82,ml,9,71,0.821,0.21,mb,mb80474269,2020-11-10T20:28:03.650Z,"11 km NNE of Stanley, Idaho",earthquake,0.51,2.08,0.223,7,reviewed,mb,mb
2020-11-10T13:26:00.560Z,38.1678,-117.8733,9.4,1.3,ml,11,148.78,0.025,0.01,nn,nn00782548,2020-11-10T13:42:59.603Z,"32 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-10T13:23:56.509Z,62.135,-150.845,53.3,2,ml,,,,0.56,ak,ak020eh6609b,2020-11-10T13:37:14.115Z,"33 km ENE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-10T13:08:46.039Z,-21.4681,-66.7059,222.69,4,mb,,114,2.01,0.52,us,us7000cei3,2020-11-15T15:34:29.040Z,"77 km SW of Atocha, Bolivia",earthquake,11.1,11.3,0.26,4,reviewed,us,us
2020-11-10T13:04:20.370Z,38.1422,-117.8768,11.7,1.4,ml,13,66.06,0.023,0.12,nn,nn00782544,2020-11-10T13:12:20.037Z,"34 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-10T13:00:37.950Z,37.0265,-104.9589,5,1.1,ml,,130,0.17,0.3,us,us7000cdf3,2020-11-11T16:12:17.040Z,"15 km SW of Weston, Colorado",earthquake,0.9,1.9,0.115,10,reviewed,us,us
2020-11-10T12:59:43.920Z,44.6855,-110.9926667,4.67,0.72,md,6,157,0.02594,0.14,uu,uu60417782,2020-11-10T14:17:29.960Z,"9 km ENE of West Yellowstone, Montana",earthquake,0.6,0.72,0.238,3,reviewed,uu,uu
2020-11-10T12:58:38.910Z,37.3995,-118.7833333,1.8,1.36,md,14,271,0.1936,0.08,nc,nc73480071,2020-11-10T16:21:06.820Z,"16km W of Round Valley, CA",earthquake,1.2,4.71,0.113,9,reviewed,nc,nc
2020-11-10T12:57:46.780Z,44.6863333,-110.9915,4.84,0.64,md,11,98,0.02587,0.14,uu,uu60417772,2020-11-10T14:14:53.550Z,"9 km ENE of West Yellowstone, Montana",earthquake,0.48,0.48,0.229,8,reviewed,uu,uu
2020-11-10T12:57:23.060Z,47.736,-113.7685,9.97,0.98,md,9,208,0.208,0.06,mb,mb80474324,2020-11-10T14:45:47.520Z,"22 km E of Finley Point, Montana",earthquake,0.69,2.34,0.277,4,reviewed,mb,mb
2020-11-10T12:55:48.490Z,47.7453333,-113.7476667,7.89,1.28,ml,15,142,0.213,0.18,mb,mb80474264,2020-11-13T21:48:04.990Z,"21 km SSE of Swan Lake, Montana",earthquake,0.78,1.64,0.414,4,reviewed,mb,mb
2020-11-10T12:49:31.290Z,38.8429985,-122.878334,2.28,0.34,md,10,94,0.006223,0.02,nc,nc73480066,2020-11-10T13:19:03.768Z,"13km ENE of Cloverdale, CA",earthquake,0.37,0.54,0.24,2,automatic,nc,nc
2020-11-10T12:42:48.890Z,35.8165,-117.6331667,10.52,0.32,ml,16,76,0.02899,0.17,ci,ci39461495,2020-11-10T15:08:16.138Z,"21km WNW of Searles Valley, CA",earthquake,0.39,0.57,0.178,6,reviewed,ci,ci
2020-11-10T12:42:21.760Z,35.7643333,-117.5845,11.22,0.87,ml,22,129,0.05238,0.11,ci,ci39461487,2020-11-10T16:15:42.782Z,"16km W of Searles Valley, CA",earthquake,0.25,0.3,0.091,9,reviewed,ci,ci
2020-11-10T12:17:27.315Z,62.9493,-150.9062,107.8,1.8,ml,,,,0.38,ak,ak020eh5j820,2020-11-10T12:30:26.541Z,"50 km N of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-10T12:10:47.282Z,40.205,-119.7134,6.9,0.5,ml,5,277.11,0.038,0.1524,nn,nn00782625,2020-11-11T02:26:43.689Z,"29 km NNW of Sutcliffe, Nevada",earthquake,,1.7,0.26,2,reviewed,nn,nn
2020-11-10T12:04:18.940Z,33.9803333,-116.6881667,17.77,0.99,ml,23,70,0.06697,0.14,ci,ci39461471,2020-11-10T14:43:16.003Z,"12km NE of Cabazon, CA",earthquake,0.31,0.9,0.175,27,reviewed,ci,ci
2020-11-10T12:00:55.890Z,38.156,-118.006,2,0.7,ml,12,114.54,0.036,0.09,nn,nn00782541,2020-11-10T12:31:38.861Z,"27 km SSE of Mina, Nevada",earthquake,,11.1,,,automatic,nn,nn
2020-11-10T12:00:37.880Z,31.7871667,-115.9378333,13.6,2.21,ml,11,150,0.2172,0.15,ci,ci39461463,2020-11-10T16:03:15.493Z,"60km E of Maneadero, B.C., MX",earthquake,0.45,0.73,0.087,24,reviewed,ci,ci
2020-11-10T12:00:14.308Z,61.9491,-149.6019,39.8,1.5,ml,,,,0.76,ak,ak020eh5fjxg,2020-11-10T12:12:44.153Z,"26 km SSE of Susitna North, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-10T11:52:08.089Z,63.3232,-145.4146,2.1,1.9,ml,,,,0.84,ak,ak020eh5592m,2020-11-10T11:59:12.280Z,"27 km NNE of Paxson, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-10T11:47:34.903Z,38.142,-117.8892,9.6,1.8,ml,29,58.4,0.021,0.1314,nn,nn00782537,2020-11-10T20:04:50.626Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.19,14,reviewed,nn,nn
2020-11-10T11:43:55.463Z,44.5412,-115.2247,10,3,ml,,66,0.776,0.75,us,us7000cctu,2020-11-15T21:03:30.490Z,"42 km NNW of Stanley, Idaho",earthquake,2.5,2,0.044,68,reviewed,us,us
2020-11-10T11:41:28.070Z,46.065,-122.407,12.35,0.15,md,4,186,0.1328,0.23,uw,uw61700696,2020-11-10T19:31:51.950Z,"17 km N of Amboy, Washington",earthquake,2.27,4.09,0.130732770545044,3,reviewed,uw,uw
2020-11-10T11:40:55.460Z,36.52433333,-98.98583333,7.54,0.98,ml,26,142,0.04679081805,0.08,ok,ok2020wcpc,2020-11-11T14:49:51.335Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.18,10,reviewed,ok,ok
2020-11-10T11:40:51.520Z,34.0363333,-116.7183333,10.97,1.26,ml,62,33,0.05849,0.14,ci,ci39461455,2020-11-10T15:53:06.650Z,"13km W of Morongo Valley, CA",earthquake,0.12,0.35,0.155,52,reviewed,ci,ci
2020-11-10T11:37:44.580Z,60.3751,-152.3822,93.2,1.8,ml,,,,0.53,ak,ak020eh52441,2020-11-10T11:50:40.951Z,"53 km NW of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-10T11:34:46.470Z,38.1837,-117.7658,11.9,1.3,ml,18,91.74,0.035,0.05,nn,nn00782532,2020-11-10T11:38:01.209Z,"37 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-10T11:33:37.869Z,35.424,-97.8605,10.88,1.06,ml,15,89,0.1376729839,0.14,ok,ok2020wcov,2020-11-11T15:25:34.197Z,"8 km ENE of Union City, Oklahoma",earthquake,,2.4,0.18,7,reviewed,ok,ok
2020-11-10T11:32:26.362Z,38.963,-120.0295,12.9,1.1,ml,15,99.43,0.087,0.1492,nn,nn00782624,2020-11-11T02:26:36.372Z,"5 km NW of South Lake Tahoe, California",earthquake,,1.2,0.89,5,reviewed,nn,nn
2020-11-10T11:15:28.490Z,38.1398,-117.9573,13.6,1.4,ml,12,114.56,0.005,0.09,nn,nn00782530,2020-11-10T11:35:59.442Z,"30 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-11-10T11:12:21.540Z,35.7068333,-117.5043333,5.91,1.05,ml,16,102,0.1325,0.17,ci,ci39461447,2020-11-10T14:44:24.008Z,"11km SW of Searles Valley, CA",earthquake,0.37,2.09,0.167,12,reviewed,ci,ci
2020-11-10T10:59:41.760Z,19.2210006713867,-155.408004760742,30.7999992370605,1.99000001,md,34,158,,0.109999999,hv,hv72223917,2020-11-10T11:03:06.670Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.66,0.959999979,0.239999995,5,automatic,hv,hv
2020-11-10T10:48:05.610Z,58.3363333333333,-154.6575,4.14,0.47,ml,4,245,,0.18,av,av91011993,2020-11-11T00:30:48.470Z,"86 km N of Karluk, Alaska",earthquake,0.96,1.82,0.164276992118863,4,reviewed,av,av
2020-11-10T10:41:52.565Z,60.6312,-151.8104,70.4,1.3,ml,,,,0.85,ak,ak020eh4hk0o,2020-11-10T10:48:23.728Z,"26 km W of Salamatof, Alaska",earthquake,,1,,,automatic,ak,ak
2020-11-10T10:38:13.160Z,38.201,-117.8102,8.2,0.8,ml,13,113.84,0.038,0.23,nn,nn00782528,2020-11-10T11:16:18.785Z,"33 km SE of Mina, Nevada",earthquake,,11.5,,,automatic,nn,nn
2020-11-10T10:33:39.014Z,38.3384,-118.9275,7.8,1.5,ml,21,150.71,0.343,0.1327,nn,nn00782616,2020-11-11T02:26:24.747Z,"28 km ENE of Bridgeport, California",earthquake,,3.7,0.26,5,reviewed,nn,nn
2020-11-10T10:21:29.935Z,63.2011,-150.348,104.4,1.6,ml,,,,0.26,ak,ak020eh4d7y9,2020-11-10T10:25:00.939Z,"73 km WSW of Cantwell, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-11-10T10:04:43.542Z,-18.0047,-174.9428,267.07,4.6,mb,,75,4.779,0.55,us,us7000cct6,2020-11-10T10:39:36.040Z,"124 km NW of Neiafu, Tonga",earthquake,10,7.7,0.046,143,reviewed,us,us
2020-11-10T09:51:02.790Z,35.8691667,-117.6778333,6.8,0.65,ml,20,87,0.08167,0.09,ci,ci39461439,2020-11-10T15:40:54.339Z,"22km ESE of Little Lake, CA",earthquake,0.15,0.3,0.08,10,reviewed,ci,ci
2020-11-10T09:39:02.580Z,33.3816667,-116.8726667,7.53,0.61,ml,34,37,0.02921,0.18,ci,ci39461431,2020-11-10T15:36:46.313Z,"3km NNW of Palomar Observatory, CA",earthquake,0.19,0.52,0.148,16,reviewed,ci,ci
2020-11-10T09:37:29.430Z,38.1348,-117.8892,10.8,0.8,ml,14,86.26,0.017,0.06,nn,nn00782525,2020-11-10T10:39:18.814Z,"34 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-10T09:29:35.807Z,62.2637,-149.2539,42,1.5,ml,,,,0.66,ak,ak020eh3tiit,2020-11-10T09:42:46.397Z,"33 km ENE of Susitna North, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-11-10T09:19:27.633Z,-12.7841,45.5457,10,4.8,mb,,80,6.406,1.04,us,us7000ccsu,2020-11-10T09:37:09.040Z,"28 km E of Pamandzi, Mayotte",earthquake,6.4,2,0.185,11,reviewed,us,us
2020-11-10T09:18:45.340Z,58.3403333333333,-154.668166666667,4.33,0.37,ml,6,208,,0.23,av,av91011988,2020-11-11T00:26:53.680Z,"86 km N of Karluk, Alaska",earthquake,0.97,1.78,0.235578631451765,6,reviewed,av,av
2020-11-10T09:04:07.570Z,34.99416667,-97.58166667,5.33,1.39,ml,39,48,0.07918446131,0.39,ok,ok2020wcjx,2020-11-11T13:47:53.749Z,"6 km SE of Dibble, Oklahoma",earthquake,,0.9,0.22,16,reviewed,ok,ok
2020-11-10T08:58:10.250Z,36.2783333,-89.5346667,8.28,1.45,md,21,46,0.02937,0.07,nm,nm60314437,2020-11-10T18:05:11.400Z,"4 km WNW of Ridgely, Tennessee",earthquake,0.16,0.38,0.056,12,reviewed,nm,nm
2020-11-10T08:55:19.090Z,34.3486667,-119.1158333,19.67,1.42,ml,15,76,0.07429,0.27,ci,ci37460341,2020-11-10T15:02:13.108Z,"5km W of Santa Paula, CA",earthquake,0.98,1.14,0.101,12,reviewed,ci,ci
2020-11-10T08:55:16.270Z,34.339,-119.1158333,14.62,0.61,ml,11,103,0.06881,0.3,ci,ci39461423,2020-11-10T14:57:55.084Z,"6km WSW of Santa Paula, CA",earthquake,0.99,1.9,0.195,2,reviewed,ci,ci
2020-11-10T08:51:36.450Z,17.9811,-66.9541,13,2.27,md,11,169,0.0751,0.12,pr,pr2020315002,2020-11-10T09:12:13.119Z,"4 km W of Fuig, Puerto Rico",earthquake,0.5,0.33,0.06,7,reviewed,pr,pr
2020-11-10T08:40:05.390Z,35.9506667,-117.6888333,2.7,1.15,ml,22,46,0.03132,0.09,ci,ci39461415,2020-11-10T15:30:51.275Z,"20km E of Little Lake, CA",earthquake,0.13,0.18,0.133,12,reviewed,ci,ci
2020-11-10T08:35:00.940Z,35.7151667,-117.569,11.36,1.35,ml,19,144,0.103,0.14,ci,ci39461407,2020-11-10T14:45:37.240Z,"14km NE of Ridgecrest, CA",earthquake,0.29,0.68,0.156,18,reviewed,ci,ci
2020-11-10T08:34:57.614Z,36.7252,-116.0347,2.8,0,ml,11,155.09,0.04,0.1739,nn,nn00782615,2020-11-11T02:26:22.667Z,"36 km WNW of Indian Springs, Nevada",earthquake,,3.1,0.35,5,reviewed,nn,nn
2020-11-10T08:31:41.028Z,38.1834,-117.8395,9.2,2.2,ml,31,47.16,0.033,0.1475,nn,nn00782521,2020-11-10T17:20:42.761Z,"32 km SE of Mina, Nevada",earthquake,,0.7,0.33,16,reviewed,nn,nn
2020-11-10T08:30:48.808Z,52.7654,173.315,10,4.3,mb,,170,0.478,0.89,us,us7000ccxb,2020-11-11T07:39:03.409Z,"12 km SE of Attu Station, Alaska",earthquake,10.4,2,0.075,50,reviewed,us,us
2020-11-10T08:27:12.000Z,35.656,-117.4401667,5.15,0.68,ml,23,121,0.07163,0.14,ci,ci39461399,2020-11-10T15:16:33.488Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.5,0.114,8,reviewed,ci,ci
2020-11-10T08:19:45.200Z,33.9176667,-116.7751667,17.87,0.97,ml,51,29,0.008386,0.16,ci,ci39461391,2020-11-10T15:25:33.241Z,"1km E of Cabazon, CA",earthquake,0.17,0.38,0.142,35,reviewed,ci,ci
2020-11-10T08:17:48.790Z,38.8323326,-122.8123322,1.94,0.75,md,21,42,0.009097,0.01,nc,nc73480046,2020-11-10T09:19:04.353Z,"8km NW of The Geysers, CA",earthquake,0.21,0.4,0.13,4,automatic,nc,nc
2020-11-10T08:14:41.979Z,36.86933333,-97.448,7,1.03,ml,14,130,0.1457713947,0.19,ok,ok2020wcih,2020-11-11T13:51:05.494Z,"7 km N of Nardin, Oklahoma",earthquake,,1.4,0.28,5,reviewed,ok,ok
2020-11-10T08:07:30.710Z,33.3835,-116.3766667,4.84,0.87,ml,36,46,0.05995,0.22,ci,ci39461383,2020-11-10T14:46:41.920Z,"14km N of Borrego Springs, CA",earthquake,0.29,1.15,0.157,26,reviewed,ci,ci
2020-11-10T08:04:37.520Z,38.8406677,-122.8236694,1.24,0.57,md,7,110,0.00946,0.01,nc,nc73480041,2020-11-10T08:53:04.182Z,"9km WNW of Cobb, CA",earthquake,0.5,0.39,,1,automatic,nc,nc
2020-11-10T08:04:20.410Z,38.154,-117.8898,8.7,0.8,ml,16,105.98,0.014,0.1,nn,nn00782518,2020-11-10T08:32:38.714Z,"32 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-10T07:58:33.529Z,65.4296,-144.9618,2,1.8,ml,,,,1.15,ak,ak020eh2svbd,2020-11-10T08:07:26.181Z,"17 km SSW of Central, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-10T07:49:21.980Z,38.1138,-118.0228,0,0.8,ml,14,146.24,0.052,0.21,nn,nn00782515,2020-11-10T08:05:18.313Z,"31 km SSE of Mina, Nevada",earthquake,,10.5,,,automatic,nn,nn
2020-11-10T07:40:14.980Z,59.3706666666667,-153.419833333333,-1.03,-0.49,ml,5,287,,0.2,av,av91011983,2020-11-11T00:20:21.550Z,"60 km SE of Pedro Bay, Alaska",earthquake,0.51,0.48,0.147114106678943,5,reviewed,av,av
2020-11-10T07:29:42.429Z,35.80933333,-97.58,6.3,1.09,ml,21,150,0.2303547965,0.14,ok,ok2020wcgu,2020-11-11T14:21:48.761Z,"6 km SSW of Cedar Valley, Oklahoma",earthquake,,0.7,0.28,9,reviewed,ok,ok
2020-11-10T07:27:56.790Z,38.1695,-117.8757,14,1.2,ml,20,72.99,0.025,0.09,nn,nn00782509,2020-11-10T07:47:19.250Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-10T07:21:52.870Z,38.4838333,-112.8401667,0.15,-0.44,md,6,227,0.02757,0.06,uu,uu60417762,2020-11-11T21:38:24.650Z,"17 km ENE of Milford, Utah",earthquake,0.62,31.61,0.359,2,reviewed,uu,uu
2020-11-10T07:21:02.190Z,38.7976685,-122.730835,-0.54,0.15,md,7,104,0.03632,0.03,nc,nc73480031,2020-11-10T08:03:06.877Z,"3km SSW of Cobb, CA",earthquake,0.26,6.11,0.07,2,automatic,nc,nc
2020-11-10T07:13:46.280Z,35.93033333,-96.7325,7.06,1.09,ml,33,91,0.08458340185,0.19,ok,ok2020wcgh,2020-11-11T15:04:00.439Z,"6 km SSE of Cushing, Oklahoma",earthquake,,0.5,0.16,13,reviewed,ok,ok
2020-11-10T07:08:45.566Z,38.0925,-118.7912,6,0.8,ml,11,199.59,0.276,0.1173,nn,nn00782614,2020-11-11T02:26:21.184Z,"31 km E of Mono City, California",earthquake,,24.6,0,1,reviewed,nn,nn
2020-11-10T07:03:35.150Z,37.5401667,-118.896,0.42,0.7,md,17,257,0.07282,0.03,nc,nc73480026,2020-11-10T16:46:07.988Z,"13km SE of Mammoth Lakes, CA",earthquake,0.81,31.61,0.159,15,reviewed,nc,nc
2020-11-10T06:57:30.200Z,62.9258,-148.1538,51.4,2.9,ml,,,,0.71,ak,ak020eh277an,2020-11-10T08:44:40.040Z,"65 km SE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-10T06:54:44.014Z,62.2836,-148.6879,35.2,1.4,ml,,,,0.31,ak,ak020eh26l8x,2020-11-10T06:57:27.679Z,"55 km NNW of Chickaloon, Alaska",earthquake,,6.6,,,automatic,ak,ak
2020-11-10T06:49:56.873Z,55.9785,113.9327,10,4.5,mb,,35,7.335,0.93,us,us7000ccs4,2020-11-16T09:27:58.040Z,"36 km ESE of Severomuysk, Russia",earthquake,7.8,1.8,0.075,52,reviewed,us,us
2020-11-10T06:43:44.963Z,61.9072,-149.4874,44,1.4,ml,,,,0.8,ak,ak020eh248g0,2020-11-10T06:47:46.551Z,"22 km NW of Fishhook, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-10T06:43:32.990Z,33.6403333,-116.7528333,15.7,0.51,ml,36,53,0.04746,0.09,ci,ci39461375,2020-11-10T16:20:02.159Z,"12km SSW of Idyllwild, CA",earthquake,0.13,0.22,0.109,19,reviewed,ci,ci
2020-11-10T06:37:37.369Z,36.361,-97.3485,7.32,1.27,ml,55,55,0.09898057663,0.23,ok,ok2020wcfc,2020-11-11T14:55:28.127Z,"9 km NW of Perry, Oklahoma",earthquake,,0.6,0.25,26,reviewed,ok,ok
2020-11-10T06:37:28.910Z,38.2057,-117.7577,0.4,1.7,ml,19,93.17,0.044,0.16,nn,nn00782505,2020-11-10T07:26:00.266Z,"36 km SE of Mina, Nevada",earthquake,,11.6,,,automatic,nn,nn
2020-11-10T06:25:13.577Z,43.2822,-78.8197,5,1.5,ml,,164,0.291,0.47,us,us7000cdm1,2020-11-13T23:56:02.123Z,"3 km S of Wilson, New York",earthquake,2.3,1.9,0.148,6,reviewed,us,us
2020-11-10T06:18:54.400Z,38.4833333,-112.8473333,-0.34,0.14,md,10,138,0.02279,0.11,uu,uu60417757,2020-11-10T17:06:25.270Z,"17 km NE of Milford, Utah",earthquake,0.36,0.15,0.506,2,reviewed,uu,uu
2020-11-10T06:14:33.928Z,-27.5079,-70.825,48.61,4.2,mb,,128,0.378,0.66,us,us7000cdbm,2020-11-11T09:27:03.756Z,"51 km WSW of Copiapó, Chile",earthquake,5.6,6.7,0.306,3,reviewed,us,us
2020-11-10T06:12:24.519Z,36.86366667,-97.46116667,5.78,0.99,ml,21,91,0.1493706884,0.26,ok,ok2020wceg,2020-11-11T14:05:07.046Z,"6 km NNW of Nardin, Oklahoma",earthquake,,1.4,0.23,10,reviewed,ok,ok
2020-11-10T06:06:39.800Z,38.1878,-117.7695,12.7,1.4,ml,11,103.41,0.049,0.02,nn,nn00782502,2020-11-10T06:19:38.375Z,"37 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-10T06:04:21.291Z,38.1845,-117.7672,7.9,1.6,ml,26,83.27,0.046,0.1586,nn,nn00782495,2020-11-10T20:26:40.085Z,"37 km SE of Mina, Nevada",earthquake,,0.9,0.14,13,reviewed,nn,nn
